well,split,typewell_profile_hash,rows,prefix_rows,suffix_rows,gr_valid_fraction,horizontal_sha256,typewell_sha256,horizontal_file,typewell_file
404c4384,holdout,d39dfd0a2f1ed1c9970cc3edf0c23ccffcc7363ac15bf8c3140cfa2280ec3bdc,2612,1701,911,0.802833078101072,cb107d2317e9f245021c9206564f110273db4f6afc6d5e75a235a7d41b636fe1,5134cd8e2b2247b71ceb2ebb9f6c5bb7b3d14e5ed72f4537a9e9a06889f28843,404c4384__horizontal_well.csv,404c4384__typewell.csv
4121c517,dev,af1b8a5dc6d6a51dbbdf9d887e0bae05efb79680acc0efd997d26e03864b4b9c,5471,1748,3723,0.6720891975872784,1bdfaeadcf86b6e8c24d6a61370211b6c84a78a1c624e2ed87ca395ffbc8c6ad,578b26ff379775361caf35d6e44fe81533b013bce937f9f869551baea69ac678,4121c517__horizontal_well.csv,4121c517__typewell.csv
41fb0192,dev,a37d455f53c40a0871a0dcde702310757c0e3c65f69e91486c5d80a08a16f623,4381,1408,2973,0.9413375941565852,66dd600518e2b60ff3fcc68bd1e99ce71fef1320851f5b1e3fa941d8af49ff62,0a45465b3e5d432b9e0aeda5e6a0c8550fc450032f33376f30dfe3fc5713e027,41fb0192__horizontal_well.csv,41fb0192__typewell.csv
42669188,holdout,d99f97358f4f1c60088213811de05147207d5a84821b8eb7a56ba57ee63e95e5,6080,1798,4282,0.9253289473684211,0fcaea4daa30f4a52ed1d7f0d06162e75a31f13d058c799f5d55d383a0c835be,3d2cdc612a9eae6c20f73130474365efce9ff4cbdb99846dc4ea5b7f712a4858,42669188__horizontal_well.csv,42669188__typewell.csv
42c538a1,dev,5543744e998da3b674b9d3f39cf30f6a9da7ff889dca0a0ba6a739424b1d0aac,4762,1483,3279,0.7748845023099538,9bf91c7b73ca43323c25cd33a7d233cadff6017f0c7bf561fdbfee2163c8b9a4,30fd696556896b0cab12778b690903cc72bce7d3cfa36b6654585b4ddbe5ce61,42c538a1__horizontal_well.csv,42c538a1__typewell.csv
43b06c70,dev,31d0b8b739a834906f0c3d74da1e5bf5a670d3a7c1f00dcf5b76c7bd8dc558e2,6590,1744,4846,0.8464339908952959,e0b1de2192d3e7d5b4daa58f60dadb23c205532d39357521741409f3d41a96f9,a6587ff964681d5fa4576736485960c0e18c30a66104ccb33b5a0925c0e911a8,43b06c70__horizontal_well.csv,43b06c70__typewell.csv
43c7f85a,dev,67b6b98723a87535cea9da1e027f5a7504387e69ffca398519f9a0a7f21ff981,7484,1506,5978,0.5122928915018706,28b87bb8b16623383f2f9dd9131fb91b4a9f3b0afa110957dde69ea01dd114ae,bc20107d6aa96589f33c07d554b9cf9fcf4200a16c6cdac93305e8bc91067131,43c7f85a__horizontal_well.csv,43c7f85a__typewell.csv
43e16325,dev,17dd7047ba15df4b38ece2aeadf3d335e2f94806c84693b83afed9479395a487,5845,2125,3720,0.8230966638152267,c4de830172e668a1943c3989a75422149dbcd6635e622574796e0daa67df6d73,707635599caa3105ca6ec661e370c053bc1f5a538de57a25395c6d812d08f59f,43e16325__horizontal_well.csv,43e16325__typewell.csv
44441e54,dev,62e0916bd11482f94d735854f4c3c525ff44226856b1bf079d0793d8e0a6c692,5568,1211,4357,0.6404454022988506,592c5e08e856b004f91091a3789a57deb6fc4132ebc5af99f136b7bd396f6200,62268a118d7b55ab77e5c8fae764189e4ea882b6ca97503eaf3f54104de56087,44441e54__horizontal_well.csv,44441e54__typewell.csv
445af6c2,dev,e2b020302102fac5fd07ea8e3d19f0f1d3fa4dc4914f071df7625910f47815ec,7998,1957,6041,0.8540885221305327,2e8a1d74e82d4bbde65dc166c4bb258dd016fd31da8e8b8280765549d052d30e,de7997bc2b870d4559502db10fbbf2b89de8a9159d9d8729bc9ca5a7eb4d6c8b,445af6c2__horizontal_well.csv,445af6c2__typewell.csv
4463446c,holdout,66882906104713d41e50f30d1e90f73cbc0987dc97057d57bb8687da08ed2267,4729,1473,3256,0.8115880735884965,8c38f18b6b319ed15aa171a6761449c6ad9828da9ce0f54ff271dec607405d49,9dd3f39addcde0b4621b83e370e5d76fc0d661a254f4ea2144e9b7cc17ec737b,4463446c__horizontal_well.csv,4463446c__typewell.csv
44a94013,dev,0195ef4d9c138b3f20c996735782e2ddc0d0387dae05fad29887a5b5756abc52,6492,1589,4903,0.7577017868145409,4193b529a7655344b6a1150aa7c0baf322f7bdf387e144299ea71322ad3cc10b,4e0bb96909759320464a78fd7765ed542624db23026a0283c5ae9ba49504c6d4,44a94013__horizontal_well.csv,44a94013__typewell.csv
45fb3e21,dev,6474eea2dab7025fc63dce36179ca3a3a7d35898ea203838868d0d6a821d7ca4,5626,1977,3649,0.5227515108425169,14b9620b9366af19bcb6d39e47252b304c4d3394521d034d55aaebb2e7e80a42,2b750161cb5fab9dfadc4bb6dc6df2bdf1c5e3d7b02bcc7a4f358d6c04f9de9f,45fb3e21__horizontal_well.csv,45fb3e21__typewell.csv
460f859e,dev,de0704db740e92e2145e1353d25327b1328dfef30dde129489ef9fa1d51ac6a1,4982,1646,3336,0.42794058610999597,c6d7156d9662cb2a10f0a228ff7e062593dbe3da6e70f53bfdd6ff4f2a05a8f2,4b1cb1d41edbdd968c7f1d38ebd41727a29322c933e59b588d8657486b18b4f2,460f859e__horizontal_well.csv,460f859e__typewell.csv
4630ab92,dev,db6876c71a5830499d336e9cb651f223c92c1fec5802877197b5cb0d6392b5da,5307,1934,3373,0.7542867910307142,224aaf955f1941aa813ab2220bdc78e2916afad5515acfdf93838d2299390e16,76e96d02347b72cce6d9bead37bfa93770e3a53450b1936679b8ab02b02e815d,4630ab92__horizontal_well.csv,4630ab92__typewell.csv
463c38f2,holdout,06b6a6456c687c80bd11b30a9ed7821f9106b3fff0a707d0dff0bf2d26fa4efe,6048,1588,4460,0.7939814814814815,3161704f3cd48dab9b1d4cafb22394697878c5592a88083cb8f9e56bbbe24266,1676e02421c7c9d8e5eac6b5e939b99848bb949397c7bb5bcb79ac5d797ecf12,463c38f2__horizontal_well.csv,463c38f2__typewell.csv
4654e7de,dev,fea4a583d5be0c4498a29c95881de056abf35d4cf56c5a0ba2248dd205ad1e6e,7010,1637,5373,0.950641940085592,0bb5a02a800c38679155bc276c866dcca407767b2d673d6b66a949f7cb9f4ea2,fd72e91952b039ffe0e1a734e315dc0fa637492fabc2baabf8cc8332ffbd7e4e,4654e7de__horizontal_well.csv,4654e7de__typewell.csv
466fc788,dev,303475534e0e9c5e56144689086a311b27248841017492872bf70596ad97fade,7767,1570,6197,0.5448693189133513,00083b3ee9fad9e3cb363d3b27cf8ac9270609b407af7ccf23eb5c6e62f193b3,11e1abd321ce69e5f61dc0ca6cb5f00c2fc4bed35c04bb28e08ee7e0c00de5d6,466fc788__horizontal_well.csv,466fc788__typewell.csv
46a301e9,dev,e04e3ee2d71b89720a68cce9eff85aa6fb5d7de1264757b59ac29b6df6c7e242,9962,1736,8226,0.5602288697048785,8b0ad9400b5b1292872ebf9deef8116de0d1d0979a4c61d14173c9d671e50287,aab4a992949008ba7b7c88449d82eeb20c0529f63b60e4bb4a6aeb62db1014c7,46a301e9__horizontal_well.csv,46a301e9__typewell.csv
46a7190b,dev,6c64f388f80b5af1d4738c21e9de8363d8d5d815a7014a8c15c2ae1fc0bfcc96,5646,1431,4215,0.6452355650017711,8fa64e2c7420de26e8a690514526f18b30b6744588b4c6787359220180d36e5b,4b5fbccf3a3643ec305dce0bc348847b91f970c4efac0ab23dd8ee0a82885f76,46a7190b__horizontal_well.csv,46a7190b__typewell.csv
46d24a09,holdout,a8171a88c054ed442de16ce471986795f14e0b21f7ff18e5351423452efdd809,6123,1674,4449,0.7991180793728564,9408d819b957216409aebe36521711b929d6082601833e5c3d350bf661f361d9,19d0a4c61a9c2b0d595c8ac744ad0757ad8a9bd9d38cd926c5393470aca5ce6e,46d24a09__horizontal_well.csv,46d24a09__typewell.csv
46d41ff6,holdout,88ee70cfea712e4a9ff02b675ac31a918fc2de674334f317280fe1a90266a3d9,9226,1325,7901,0.692824626056796,a8fe1ca3e901e3a5c68e54e9eefe51c060d7cd1bb32443c6bd3d15d173dbc27b,70556580f867405042994ccb539dc14790ee43e0656a28605293e5a45720a796,46d41ff6__horizontal_well.csv,46d41ff6__typewell.csv
46dfcfca,dev,8dd001fecafc4483cac4616fe1cc7b2489d71371fbce8d42b27585a128f08ec1,4921,1315,3606,0.539524486892908,5edff264032e464b243917e4305438812a992715faf7cfa0886685af62e6dae5,a470efc01fded0c27987df7eec02e19547dc396bef37edb8994f2dce4e23d470,46dfcfca__horizontal_well.csv,46dfcfca__typewell.csv
47222616,dev,c77ed8ddd6ba798d7f0b62bfdea3be4d2164553f9b1db7fda793e9c72d4ab1e0,5835,1429,4406,0.8339331619537275,3a773a7adb67171c0a965f7c13a227f7cce98c181957af1e5901c75ed72c6331,014eebf50234115a985e36a773c9a4fffa7e940859d434bec07cef30c41d7e6d,47222616__horizontal_well.csv,47222616__typewell.csv
47ee27ab,dev,3ed55031ae74d9cc243adf02c50acf8950544ab4770eaa065588dfd746b8bb3f,8274,1877,6397,0.8247522359197486,88f157fd30fe8060e7eecc179fd960b6c0b8e802b371217994142a8ad0536cc9,775068c911601211996a71cb2f918f80bc50b0bef2fca5c570f8dc86d0b794da,47ee27ab__horizontal_well.csv,47ee27ab__typewell.csv
481de5fc,dev,9f3b58b1923a259e359d5d6faff42533814868f1177232ec92531e1cea63eb67,7694,1742,5952,0.656745515986483,82aa87bfc2173c5134cbbf0ddd7d5deed419a5e8fdfd9d7e461ce5de6c95c51d,dc7bc47fddf555c93bd2505c58dc83dea1963baf4e87891432c1f52a19779fef,481de5fc__horizontal_well.csv,481de5fc__typewell.csv
48c1f673,holdout,e517fff791239bf218945b6d1f29b69e4ae55ae8f8a78d4b349d612c68255791,4666,1749,2917,0.921988855550793,deeff91ad1a78f286b49525b4623f52c14a1b330194d61327dd87a2f2b38ea07,70420656f3662577b7a122a377d48fa8f6e4647392450a80513809b85635799d,48c1f673__horizontal_well.csv,48c1f673__typewell.csv
4936af16,dev,a4dd7e01731eea960ab5465eb4558fec794912afab590d137274eb36459e3240,5559,1568,3991,0.48623853211009177,70b5fead3ac9d5ff7f111405ab44c4fb6e42aae97eec46982d500c2a31123b65,a8365135e698be7d9d2efdba93ce52115ccfe694ee94f656d91401f1af5cf962,4936af16__horizontal_well.csv,4936af16__typewell.csv
493b5b31,dev,476da80165fa60854e32fbc653a0e7df7e8ef5e7dc95c979acc11208e2a59d1e,6884,2213,4671,0.9578733294596165,73bb583c7574e7a1238bb74694eaed9cf4c1a9c14ef38c70ed7c91898e0cd157,5adbacd14133f8bff4055090a26d81a7b2be45296495c5737422d06aab0a3730,493b5b31__horizontal_well.csv,493b5b31__typewell.csv
49dbc14c,dev,bc9bce1ae1c548ed6674663bfd7f8bec97a172594281937a7d28993df482286b,5198,1326,3872,0.39015005771450556,a7a75fd3f104be45d2e6e680e2386912e7be32d41d3cbc34d4160b3dc6879ab5,df1b10a4c348d5ee439f1dd121ab3296ae24ac2c41c0a2db298360afde527ec8,49dbc14c__horizontal_well.csv,49dbc14c__typewell.csv
4a035ec2,holdout,226fc4c3fcc908b9928bf4dd998ee4539e7c74caa0bb221ca5a3ffafe356d400,4522,1934,2588,0.9113224237063247,ffbc2de42462753d647fd6b3fc662c8f71f9f90ba7308c819e4f1b8cd37359af,b84a01fb4c7eb355e35bc378f655772035a2a02cb3f037d6f450f92d89425c09,4a035ec2__horizontal_well.csv,4a035ec2__typewell.csv
4a335117,dev,5bb344960a0b15ab7ce8b0ff43e0bf820c3bb0a0987c29eb285f85364b8fe7d2,6727,1712,5015,0.732272929983648,bc12dc070ac9ef74042d5abc5ccd0d4450a17d592f054999295e710feefbe7c6,93ba8701a444addae23c42ce2f887f479fb348aa68ce57a3fb956264ba51ceaf,4a335117__horizontal_well.csv,4a335117__typewell.csv
4a8ecc0b,dev,16c046fd402be4cbe4d77a984e2ac554ecfffbc7d70d9e2200eb68afb39b3d9e,7374,1565,5809,0.9816924328722538,a626211444e82be308c2af7aa9ed4989d9fadf4d7b63a19e1455dc65068a091b,dd600c81edfc368ebe3f0b0c287e26fa57d69f7d85b0a32f9ee2a5d1e4c9a112,4a8ecc0b__horizontal_well.csv,4a8ecc0b__typewell.csv
4b462989,dev,e3323eed4a1e1c98222eb103ad2f388b7661570c56edcb58c4a297c108283cf8,4738,1632,3106,0.6323343182777543,7cf3eca3c1a147db2f274feb3fb3c90770a7ba37cd3ef539ef1f6459405ff49a,33206f5aaebe433ae65a4b5a45fbeb4de3a794f66c275f5248b8de1fd141b9ec,4b462989__horizontal_well.csv,4b462989__typewell.csv
4b831d20,holdout,376bfd0e40206f3dd0c060278bcee733949f91c4933fa9d6765b3fcdaacaabdb,9433,2121,7312,0.9630022262270752,8c5475b9405eedb1ab0c0cbd0210309e78204fb587d1d2b9dfb279a5ef375663,a6e7852f7543199888e508108701b08fe061fa9dc8e0461ee170c88180aa094c,4b831d20__horizontal_well.csv,4b831d20__typewell.csv
4c2208f5,dev,3d543c19e48875b7aa616a06ad64c2217884074b29901e06d7fde862d6a35a03,7248,1864,5384,0.96219646799117,5b19a062021c2dc184358167ee3c9917cb05387fa10f808c53b3baf4e28d15ce,972caa6cb68e784d9cec6cb637775da5b3d4a5c3ed81cd4256ac84563fee5670,4c2208f5__horizontal_well.csv,4c2208f5__typewell.csv
4c3168cf,dev,65245b1fd3a6118a6895ae813924b4638be001c8d99a68fabec0668977efc611,5959,1625,4334,0.7878838731330761,fd15c18332d3ed6736053f176e78fc5744d33ff307bbbf733e1d98a2f4334580,a057fe29d2fff28c9d6db6a683dc66e13d4f68ea8323629be2bfefcf24c033f9,4c3168cf__horizontal_well.csv,4c3168cf__typewell.csv
4c3df468,dev,80cc73d7602e799f998a8a7a6595c9577b6d8d2584ab106db5aecee0c49350e7,6903,1511,5392,0.5155729393017529,4a0e19f567aa208cb9f7be1d63d6164c3c858143c2684b5c45ff1563e5ea6918,66953b3195312ee28d575e3ae9fad32b2261d40823134b92403660864a31097b,4c3df468__horizontal_well.csv,4c3df468__typewell.csv
4caa7289,dev,c627171855034f4221adec89878ee6d71deda902d021f251a7e4918481e28ad0,6854,1458,5396,0.4378465129851182,94649dac1395dc5d06fb0ff97f092da3d6249e815d8d3d7d13fad83324656dd7,ff073366a72f574db7004a276bbb1362d8c3c1245c9f09ee40c024ac1a9b3127,4caa7289__horizontal_well.csv,4caa7289__typewell.csv
4cd1ac61,dev,a13fe8d86c1776ae7a8b41ce362a9ddce3b183e47bda104c7cfa85fa36a4d187,6709,2220,4489,0.8913399910567894,32595285ac31e5b1b83f6cfa053c67a3dd9b70bea0ba5ce117fffe0d5ec54051,c81f3239ee2dfef60b2f3f812d6c28a3d34eead9b14ceb6df6768eebb5faaf9b,4cd1ac61__horizontal_well.csv,4cd1ac61__typewell.csv
4cecf7b3,dev,e78c3c036010bb9ab78fe65d070c763458b40873eac00914d940278f3e9dfcbf,7676,1657,6019,0.5445544554455446,a25d1db00c569f15ed99b8a051c1cb57cc4c749e51a7639a52af27d34f7863de,b06fbbfa386c03ee411d5b24c42e6aa5e02ff592548c074f32922e7bbe8c3d51,4cecf7b3__horizontal_well.csv,4cecf7b3__typewell.csv
4ddde4c1,dev,3145747e6c047779f1ecced80bf95895f3471aefc6ea7c349f10b5b961e24beb,6417,1945,4472,0.931120461274739,8c911244c40dc4e0b165cf1631abad09ae427dba373637c132739ee9b1fead1b,bd140d3ec3ef76663b7433939f46e9af04073e60e37c233354cf6893338b30e7,4ddde4c1__horizontal_well.csv,4ddde4c1__typewell.csv
4e050c92,dev,452af52b485c005736f176e4cd3fe9205bcd4920369dfb0172bd7607f3734c5f,5236,1531,3705,0.8269671504965622,1274ce3c2338bd046a4431dc03efa0c3ac614455ff653ac055786d44ae525acd,690633f0d46e8e9b1a2502a789583e1e839f2bddc53985d1195ca534753c40bb,4e050c92__horizontal_well.csv,4e050c92__typewell.csv
4ed93db6,holdout,1fd7a91a1a89a7bc3d6e6bce9aff00e9ab15dd9d6736dbda4ac1dffb2deb8280,6496,1839,4657,0.9605911330049262,280b641902db8b7875ed31ab586c4586a657e54d41723eb981372e0bafc592c6,8524315559d9d7b1f74b395b91365bed808a62c363287f52eafe184a12bacf59,4ed93db6__horizontal_well.csv,4ed93db6__typewell.csv
4f3eb9e9,dev,7552762b35342624a7c467745ef3e30ec53f17f62696421c2a78d163315a3669,5911,1214,4697,0.9440027068177973,c2082b1dc6ea24c9cdf6216bf9a94e90fcb83d173ea988fa5cada0bcb7f57359,e0ce169a0fff252a50b224b8e0681716036eef6638b5a37844912f22f94c2424,4f3eb9e9__horizontal_well.csv,4f3eb9e9__typewell.csv
4f4ac5ce,holdout,578d7b97b534c585e2a985c9558fb407ae1c72de9daf8ccb136ab9accb8e0819,6899,1737,5162,0.4383243948398319,b14922e098fcbe36220e728e977a5ccb1bbb7822ebf7d28a79255ba4e6345f96,c6d5ab58087e3f14dfc60ee82dfc8cc906744f7dcdf55a981e8fb67d39af7fc4,4f4ac5ce__horizontal_well.csv,4f4ac5ce__typewell.csv
4f4afcc6,dev,ee75c511ca68c3127e89a4368ce3298e5799bacbae48ac0a147b5a37ad2cbdfb,7184,1539,5645,0.933184855233853,af500020741ca78e9a3243c0804ef96d581e6eb8b2f0dcdd08a73a3b71baa200,1bfbeb2b2fb29cd91c302b96b62f1a199336272b49c68d151099c513ce78eb85,4f4afcc6__horizontal_well.csv,4f4afcc6__typewell.csv
4f69febf,dev,322836be834e9f3f01078bd28a5f56afb645642e0d47af27f221ac579c87105d,7599,2139,5460,0.9676273193841295,f1df642b0e03dee339030d3c089e4a585d61682e8b8ed7812b34da6ed604f35b,d224d1fd61e6ca73153d29a9bac9a336851a91b0b9db2c281359d671d1f2516f,4f69febf__horizontal_well.csv,4f69febf__typewell.csv
4fbe9c06,holdout,e947a7ae2827f57a4bf6bb8aa7256d89810d1ec8aa8d895142696e59543d3546,7938,1651,6287,0.4017384731670446,d67675bdfb826e58b97bad036dace383bbfdc4a8081e0e303e5112af87791841,fee9985968c331ee90460ed3aadc57b53dc805fa6c8dedd3a51145bdda6f8022,4fbe9c06__horizontal_well.csv,4fbe9c06__typewell.csv
504c8b08,dev,05b4a20a2d28324c118ccaa903ed7cf96b85e0f5be0c53dfd52c091171a3cb5d,8012,1645,6367,0.8154018971542686,4eafe61224f126e4d2f78703e889025b32d85ffe5996bd95ce1b88807d94e2a4,0d9e8ec3a0cd18fdddda54d3f43b4015a3ed5bffcb0e1086e2858ee4dd6111c6,504c8b08__horizontal_well.csv,504c8b08__typewell.csv
511e1db0,holdout,ee0927c5642e3467cbdb1dd248f1e561f45521d6e64733a6e1c3148f1b4c33c3,5645,1824,3821,0.9365810451727192,f847d7fd53d40333535c68a7def1379cac04ca667a3792083820a3db1e6b1a2d,a253b8dcdd7ec201f260ce03c474d83901c1c3ad023cebfcd2fee615ac343b6e,511e1db0__horizontal_well.csv,511e1db0__typewell.csv
512943b2,holdout,864bf20bf52e7e624579999dda808c9b4b179842ce038c5b8e791904f2be87a2,6681,1652,5029,0.2715162400838198,5ff0b2d56b3631229de7574586b620f5d3a305114881440322558df5851d839b,f22ad2bda98c8356df98394abf543deaf685ee4780e16a9033de0d89fda8ab43,512943b2__horizontal_well.csv,512943b2__typewell.csv
5138a660,dev,de6264638745ecfa842e9429a215f98dbf06bf6011ea6d0ac5fe3dcaa5227590,4829,1270,3559,0.6150341685649203,e143a24e713f89a9cf7163c8afaa0cb885f11035c8e6294a004d1a85c688866b,fab5a5de1ff7a2c546bf733e96da3b5a4a84a54a8e483fe19dbb5143d018a7f5,5138a660__horizontal_well.csv,5138a660__typewell.csv
516088b7,dev,0b17e64504058e546386d122e1c7b09217a029667738f6c4b7e6b30fd7ad13ac,8300,1655,6645,0.4542168674698795,093a3c93796a912722ac3cd50f1f49ccfbdb7fed6ae5e022ba26f516ddfecb6a,1420cf232d245db27755919a12229ad8f23c8e45f3cc8ed6f7b3db74641e0255,516088b7__horizontal_well.csv,516088b7__typewell.csv
521a7819,holdout,1de88eeefeb04cae5bb25b51580039af80a8357945f26e56c50c05459677fabb,7224,2024,5200,0.85437430786268,808dce1f31c54243bc2b374641735c156f30b5974878f7f1ac64b9d07f17dfa0,fea4ed91f9d3b27ecb0600b0f33bb4e5a9392b2df654b15f5e6bb33474930cfd,521a7819__horizontal_well.csv,521a7819__typewell.csv
5254b6db,dev,0b398b947c6cb46a03604db395614d6d22b27f2b861ee6d044dae95e21360df3,5115,1841,3274,0.7870967741935484,a59a97720010e857c3ee722c56304ddbc16d46114276694f0d0a0da8ac1fcd5e,7dfba6f355ad1767eb5050db9aa4138126ea426248983a2680bbe8a38ccbdfaf,5254b6db__horizontal_well.csv,5254b6db__typewell.csv
529e88ca,dev,ca2a160ccc45b930842ea41ec0c686a44c654d483e62ed6b3331dc182421365d,5253,1836,3417,0.4999048162954502,f9fdfdde536c6bab78d97c70d0aefb0b69c8e474a82ea6bdde2c2ccb8d1655f5,37137b8731b9fa5bb1e40bb2b74b9cf99a2ff7e20bd540ec2a26431a00988a0f,529e88ca__horizontal_well.csv,529e88ca__typewell.csv
52f1e77a,dev,cdce8d40c3142ddc8829a1690d522a3e4618635f2d9ab707315e2cae30b2c4bc,6053,1611,4442,0.9393689079795143,9179d022f21388e7ba5938d08c0904d1ad1656c41e6e176747277243ce355e9c,b364097337f8fda3fffa05c690bd0087e7fe32111c7b88e6f76346095fa3ad78,52f1e77a__horizontal_well.csv,52f1e77a__typewell.csv
5305524b,dev,acf8f6226c34d88b45934a69ae58f571e042f6064a0b8976e5109a58996766b9,6457,1559,4898,0.6743069536936658,a5efacaa83075aa55e93088f7c3888d1a004390070838474488289fde862a838,71ccba406e555e8513008acc35b84d0675bf90a9527a32587ebfa66b28160196,5305524b__horizontal_well.csv,5305524b__typewell.csv
53134831,holdout,ba641de62f5ba1dba1989a0d8b5778003e7c86fb51fba3c3e1abef7050170fad,7214,2088,5126,0.4642362073745495,0b23d41f4e93c8cf94c02798abc74c6e459352ab192b084974fdcb12c4124e71,6f29462fb5822ebdfa870a86aacee5681b0ce7e2cdd49532e16c550ad5e977d2,53134831__horizontal_well.csv,53134831__typewell.csv
5397ceb1,holdout,1d246f9e173d55129cb86625770a218451966ce1d198a2fb0c808b987aab502f,6811,1556,5255,0.9204228453971517,84f2c204ebd07206a8b2f86fbd5da864b56111d95298598c0f2b4a44edb10481,8e8e303e3d010c58a6c1034105d98fa750d832d611e36016c379482361250c93,5397ceb1__horizontal_well.csv,5397ceb1__typewell.csv
53f23031,dev,2ca40f1a983ef1741241508582aa8ec268705ebc1da9e60cc20a8a6cba234321,10200,1650,8550,0.965,daaea8f8e70b2b4bd6d02e47829356f455259fcbd1d7c69a57c1369ce7f83dac,34a2a78f9df378cd600fd0da25a9322f562b5e1bf2043c7d7622063d88a3af4b,53f23031__horizontal_well.csv,53f23031__typewell.csv
543198e8,holdout,58e944148d6504362a6edf638db6986681c5376aa60aa5af74649892b5c8976c,8311,1808,6503,0.7301167127902779,16819056b28a19f6cfde2501b540cd6bf1c67817140a713ab055835ff45b224a,88b340f334ebeb478317950247b92bcfba43e47842b93cca720759ab9532543d,543198e8__horizontal_well.csv,543198e8__typewell.csv
54753541,dev,9b4fb77f8d14e13f9528c62900f6268a3e1d7925658d7db4d84d6a63fcd4d070,5679,1653,4026,0.73252333157246,1f15be7694b01f71acf58595ee136f2d55e39ff6be7bdadafa53b50e170aaa17,1d2e860aa24d06558c74776499f447ab7d1775a7d7996970e871543e559f4966,54753541__horizontal_well.csv,54753541__typewell.csv
54a7e3c2,dev,0bc0ec4591359acfe5aa50eba0006f09cecd9a90074cc473ab23a2c690ee8ce4,7893,1738,6155,0.690358545546687,4ce91c61cd78b5fd1b80a196b1af85104268e0d1c646122a3cecd3d2db5ae40d,0fc27f7597da80bcb41940d554359bc086d972dc86c4ab66cb8eb0a5bec6b3e0,54a7e3c2__horizontal_well.csv,54a7e3c2__typewell.csv
5542c301,dev,294803a4efbcf9220bb12a233de062099118cd05cbd4ef721179a740eb429335,5433,1842,3591,0.5422418553285477,d5f80b069815d1d12554703b74a2ec4d7990a15d8db8b55212f8c8f04348a521,59a56168de10e1a61e0bd44c2bf9fc933a9fb2e06f52a9df502ee63722c58e7e,5542c301__horizontal_well.csv,5542c301__typewell.csv
5567d551,dev,bcddd424eef3a11aaf2913e933e0964a90a6e1745c019b5e12ee99a875f84d1d,8390,1501,6889,0.36138259833134684,49332fc41d34a6e57cda13ac1157a2180e3a0101d3f04884bdf18dcb472132ce,0d2ec9212bd9a970948013276164e0f7ce9f81aeaa10e8c7546905b6246eb17f,5567d551__horizontal_well.csv,5567d551__typewell.csv
55efee7f,dev,42089868c70bf975c69b09a37f5445ee12df702d57c4f92ce3654470f2fbfab8,6577,1776,4801,0.9426790329937662,142da84383bbc5178547635a85fc64a9d02458a61141fc20c4265dedc8f0fa10,22a0b7e9fb5b7c5007cea6491a82da1ba61502ea2baa1070d9391de439cce6b9,55efee7f__horizontal_well.csv,55efee7f__typewell.csv
5663b2b7,holdout,d1d3d6b458399f81c2987fee24b7ddc1a4a1a4c4085a24688189ba3c2b70ae53,6907,1935,4972,0.8542058780946865,5bafdf41f0b6be85fda977fae0ae7a8df8aaabed0a72cf6df5701c4f6272d2dc,14d48adc61f4301f834c5b29ee10da09ecf8565af0347f2704edf04a1cb7bd03,5663b2b7__horizontal_well.csv,5663b2b7__typewell.csv
5693dde2,dev,2f34386ac20d523c0a4487e6fa400a6428285af85a9c9aeea434d1fff358558b,4846,1358,3488,0.47915806851011145,b6f2961c126d01860b74b005c52ed61cc46b405db75aee7d0b95e6683f0a4a1c,499b8a0eddca9a1c047a151ee3abf4f8c43a8fd62979718794ebd6008b81f58a,5693dde2__horizontal_well.csv,5693dde2__typewell.csv
56b00794,dev,1d0094684112d8cf158641351d5ad2141a6894e93ec6e9c33bbdaac655237954,7293,1228,6065,0.5572466748937337,e62a7e8dc8ecdbaf5f9c5e59bb17905118d9c49aa9663dd3feb512cbad68c6bf,b332bb03a3220f75567eabb8e1a30f3e60f9630f10a3205fbefac6bdad871933,56b00794__horizontal_well.csv,56b00794__typewell.csv
57796579,dev,3c934094cae557f8eeea6adeec347f2521e966823d552a990e9bc30d75fd4316,7622,1732,5890,0.9353188139595907,a303556ced1e23fab97e6319f7436be4bf29c9aa35d8f29c2220d8decae3de94,59846eae872035bdd4f59c5612346df7928dd77473c60a1796422a435b29f464,57796579__horizontal_well.csv,57796579__typewell.csv
577eec7c,holdout,d7832f14648828319589b30f7d483ff7ed9351f89c72a59d8a7f062eaee12551,6085,1546,4539,0.6917009038619556,9848fa043dd346d3fd9fd8899c1b4038968d4938cc7e6a798e80be7b262e5474,26f7f0883c730f7aca76b951a7eae2f05097ae2d890ddd550e097741550f1b67,577eec7c__horizontal_well.csv,577eec7c__typewell.csv
57f05c51,dev,406c8b4af56742d2482e923bfe3cdc730ccf0a3741b97a0a082541a449bec7bc,6478,1707,4771,0.9410311824637234,1ca76124f0a110f493c8c1d8250cb8ce2b7b728f3525b38f7327365becdb872c,3c92f6b332104da59c7ea176571b6402ad910fd5ec698e2fe8fcfcbcca4f6e32,57f05c51__horizontal_well.csv,57f05c51__typewell.csv
58850d2c,holdout,9c81690d20d363ea40fb890c42a9f8fcadabb1c71a5a86177eb1ac43fb50259c,6918,1923,4995,0.9797629372651055,6728b1e5ced2411f3de38415417d94bb7d2f4cd4428fee3ba98aa1d80023fe61,1fd33ffba0eb38707eeca923c52860a8e55d079706c4fcd46c6044cd286b79c7,58850d2c__horizontal_well.csv,58850d2c__typewell.csv
